Season,Team,Player,Pos,TotalPoints,TotalPointsAboveAvg
2022,Penn State,Kobe King,LB,15,4
2022,Penn State,Dani Dennis-Sutton,Edge,14,6
2022,Penn State,Jaylen Reed,S,14,-2
2022,Penn State,KeAndre Lambert-Smith,WR,13,8
2022,Penn State,Hunter Nourzad,LG,13,-4
2022,Penn State,DaeQuan Hardy,CB,12,4
2022,Penn State,Keaton Ellis,S,12,-2
2022,Penn State,Coziah Izzard,IDL,11,4
2022,Penn State,Nicholas Singleton,RB,11,3
2022,Penn State,Landon Tengwall,LG,11,3
2022,Penn State,Dvon J-Thomas,IDL,9,0
2022,Penn State,Dominic DeLuca,LB,9,2
2022,Penn State,Caedan Wallace,RT,7,-3
2022,Penn State,Tyler Warren,TE,7,0
2022,Penn State,Drew Shelton,LT,6,-5
2022,Penn State,Zane Durant,IDL,4,-2
2022,Penn State,Liam Clifford,WR,4,3
2022,Penn State,Kevin Winston Jr.,S,4,0
2022,Penn State,JB Nelson,LG,3,0
2022,Penn State,Cam Miller,CB,3,-2
2022,Penn State,Jordan van den Berg,IDL,2,-4
2022,Penn State,Omari Evans,WR,1,-1
2022,Penn State,Harrison Wallace III,WR,-1,-6
2022,South Alabama,Carter Bradley,QB,99,41
2022,South Alabama,Darrell Luter Jr.,CB,39,8
2022,South Alabama,Yam Banks,CB,32,0
2022,South Alabama,La'Damian Webb,RB,31,21
2022,South Alabama,Jamie Sheriff,Edge,30,6
2022,South Alabama,Reggie Smith,RG,27,2
2022,South Alabama,James Jackson,C,26,1
2022,South Alabama,Adrein Strickland,RT,26,2
2022,South Alabama,Jaden Voisin,S,24,-5
2022,South Alabama,Wy'Kevious Thomas,IDL,23,3
2022,South Alabama,CJ Rias,Edge,23,-2
2022,South Alabama,Dontae Lucas,LG,22,2
2022,South Alabama,Jalen Jordan,S,20,-6
2022,South Alabama,Caullin Lacy,WR,17,7
2022,South Alabama,James Miller,LB,16,-6
2022,South Alabama,Josh McCulloch,LT,16,-3
2022,South Alabama,Charles Coleman III,IDL,16,-2
2022,South Alabama,Devin Voisin,WR,15,4
2022,South Alabama,Jalen Wayne,WR,13,2
2022,South Alabama,Brock Higdon,Edge,13,2
2022,South Alabama,Marquise Robinson,CB,13,-3
2022,South Alabama,Ke'Shun Brown,LB,12,1
2022,South Alabama,Brandon Crum,TE,11,-1
2022,South Alabama,Ed Smith IV,IDL,11,5
2022,South Alabama,AJ DeShazor Jr.,LB,9,4
2022,South Alabama,Jamar Richardson,CB,8,-5
2022,South Alabama,Kent Foster,LG,7,1
2022,South Alabama,Gi'Narious Johnson,IDL,7,2
2022,South Alabama,Trey Kiser,LB,7,-17
2022,South Alabama,Lincoln Sefcik,TE,6,-3
2022,South Alabama,Braylon McReynolds,RB,6,3
2022,South Alabama,Rickey Fletcher,CB,6,-3
2022,South Alabama,CJ Thompson,S,5,-3
2022,South Alabama,PJ Mixon,LT,4,-4
2022,South Alabama,DJ Thomas-Jones,TE,4,-4
2022,South Alabama,Rickey Hyatt Jr.,S,4,-1
2022,South Alabama,Maurice Strong Jr.,IDL,4,-4
2022,South Alabama,Quentin Wilfawn,LB,4,-1
2022,South Alabama,Jacob Hopper,TE,3,0
2022,South Alabama,Jamall Hickbottom,IDL,2,-4
2022,South Alabama,Marco Lee Jr.,RB,1,-1
2022,South Alabama,Omni Wells,RB,-3,-8
2022,TCU,Max Duggan,QB,134,68
2022,TCU,Tre'vius Hodges-Tomlinson,CB,76,39
2022,TCU,Josh Newton,CB,62,27
2022,TCU,Kendre Miller,RB,61,50
2022,TCU,Dylan Horton,Edge,44,18
2022,TCU,Mark Perry,S,43,8
2022,TCU,Dee Winters,LB,41,5
2022,TCU,Steve Avila,LG,36,5
2022,TCU,Bud Clark,S,33,13
2022,TCU,Quentin Johnston,WR,32,22
2022,TCU,Alan Ali,C,31,-1
2022,TCU,Brandon Coleman,LT,29,-2
2022,TCU,Johnny Hodges,LB,29,-2
2022,TCU,Andrew Coker,RT,27,-3
2022,TCU,Millard Bradford,S,26,5
2022,TCU,Abe Camara,S,23,4
2022,TCU,Taye Barber,WR,22,14
2022,TCU,Wes Harris,RG,21,2
2022,TCU,Jared Wiley,TE,21,6
2022,TCU,Jamoi Hodge,LB,21,-13
2022,TCU,Shadrach Banks Jr.,LB,15,2
2022,TCU,Namdi Obiazor,LB,15,1
2022,TCU,Emari Demercado,RB,14,4
2022,TCU,Savion Williams,WR,13,4
2022,TCU,John Lanz,RG,12,-1
2022,TCU,Tymon Mitchell,IDL,9,-4
2022,TCU,Caleb Fox,IDL,9,-5
2022,TCU,Gunnar Henderson,WR,8,6
2022,TCU,Derius Davis,WR,8,1
2022,TCU,Kee'Yon Stewart,CB,7,2
2022,TCU,Josh Foster,S,6,-2
2022,TCU,Damonic Williams,IDL,6,-16
2022,TCU,Jordan Hudson,WR,5,2
2022,TCU,Lwal Uguak,Edge,4,-2
2022,TCU,Dominic Dinunzio,TE,3,0
2022,TCU,Geor'quarius Spivey,TE,3,-1
2022,TCU,Blair Conwright,WR,2,-1
2022,TCU,George Ellis III,IDL,1,-11
2022,TCU,Blake Nowell,WR,0,-2
2022,TCU,Emani Bailey,RB,-1,-3
2022,TCU,Terrell Cooper,IDL,-3,-23
2022,Tennessee,Hendon Hooker,QB,89,42
2022,Tennessee,Darnell Wright,RT,47,22
2022,Tennessee,Joe Milton III,QB,35,22
2022,Tennessee,Cooper Mays,C,34,9
2022,Tennessee,Jerome Carvin,LG,33,9
2022,Tennessee,Kamal Hadden,CB,31,13
2022,Tennessee,Javontez Spraggins,RG,30,4
2022,Tennessee,Aaron Beasley,LB,28,9
2022,Tennessee,Tamarion McDonald,CB,27,3
2022,Tennessee,Jalin Hyatt,WR,26,17
2022,Tennessee,Trevon Flowers,S,26,3
2022,Tennessee,Jeremy Banks,LB,25,8
2022,Tennessee,Roman Harrison,Edge,20,7
2022,Tennessee,Wesley Walker,CB,19,2
2022,Tennessee,Jeremiah Crawford,LT,19,7
2022,Tennessee,Doneiko Slaughter,CB,19,2
2022,Tennessee,Omari Thomas,IDL,19,5
2022,Tennessee,Byron Young,Edge,18,-4
2022,Tennessee,Jaylen McCollough,S,18,-7
2022,Tennessee,Juwan Mitchell,LB,18,2
2022,Tennessee,Tyler Baron,IDL,16,2
2022,Tennessee,LaTrell Bumphus,IDL,14,1
2022,Tennessee,Princeton Fant,TE,13,5
2022,Tennessee,Solon Page III,LB,13,2
2022,Tennessee,Bru McCoy,WR,13,3
2022,Tennessee,Gerald Mincey,LT,12,-1
2022,Tennessee,Bryson Eason,IDL,12,2
2022,Tennessee,Da'Jon Terry,IDL,12,4
2022,Tennessee,Jacob Warren,TE,12,3
2022,Tennessee,Christian Charles,CB,11,-3
2022,Tennessee,Jaylen Wright,RB,10,2
2022,Tennessee,Ramel Keyton,WR,10,2
2022,Tennessee,Dayne Davis,RT,7,4
2022,Tennessee,Jabari Small,RB,7,-3
2022,Tennessee,Squirrel White,WR,7,4
2022,Tennessee,Cedric Tillman,WR,7,2
2022,Tennessee,Dylan Sampson,RB,6,3
2022,Tennessee,Joshua Josephs,Edge,6,-2
2022,Tennessee,Elijah Herring,LB,6,2
2022,Tennessee,Brandon Turnage,CB,5,-4
2022,Tennessee,Ollie Lane,LG,5,2
2022,Tennessee,Kurott Garland,IDL,5,-2
2022,Tennessee,Dominic Bailey,Edge,5,-4
2022,Tennessee,Elijah Simmons,IDL,4,-1
2022,Tennessee,Warren Burrell,CB,4,0
2022,Tennessee,Tyre West,IDL,4,-1
2022,Tennessee,Andre Turrentine,S,3,-1
2022,Tennessee,Parker Ball,C,2,0
2022,Tennessee,De'Shawn Rucker,CB,1,-4
2022,Troy,Reddy Steward,CB,64,31
2022,Troy,Carlton Martial,LB,51,24
2022,Troy,T.J. Jackson,IDL,37,18
2022,Troy,Craig Slocum,S,36,4
2022,Troy,Dell Pettus,S,35,3
2022,Troy,O'shai Fletcher,CB,34,10
2022,Troy,Jake Andrews,C,30,1
2022,Troy,Grant Betts,RT,29,0
2022,Troy,Austin Stidham,LT,28,0
2022,Troy,Tez Johnson,WR,27,20
2022,Troy,Gunnar Watson,QB,27,-28
2022,Troy,Will Choloh Jr.,IDL,25,4
2022,Troy,Javon Solomon,Edge,25,4
2022,Troy,KJ Robertson,LB,24,-3
2022,Troy,Deandre Butler,LG,23,-5
2022,Troy,RaJae' Johnson-Sanders,WR,23,13
2022,Troy,Richard Jibunor,Edge,22,-1
2022,Troy,Clayton Ollendieck,TE,21,3
2022,Troy,Daniel King,RG,21,-6
2022,Troy,Kimani Vidal,RB,19,4
2022,Troy,Shakel Brown,IDL,18,2
2022,Troy,Markeis Colvin,S,15,10
2022,Troy,Buddha Jones,IDL,13,-6
2022,Troy,Deshon Stoudemire,WR,13,4
2022,Troy,Keyshawn Swanson,S,12,5
2022,Troy,Deyunkrea Lewis,TE,11,2
2022,Troy,Antonio Showers Jr.,IDL,10,-5
2022,Troy,TJ Harris,CB,9,-21
2022,Troy,Jarret Doege,QB,8,-4
2022,Troy,Kyle Cass,CB,7,1
2022,Troy,AJ Pierce,IDL,7,-5
2022,Troy,Caleb Ransaw,CB,7,-5
2022,Troy,Marcus Rogers,WR,6,2
2022,Troy,Terry Thomas,LB,6,-2
2022,Troy,Jabre Barber,WR,5,2
2022,Troy,AJ Lewis,TE,5,0
2022,Troy,Derrick Graham,LT,4,0
2022,Troy,Michael Vice,TE,3,-2
2022,Troy,Jayden McDonald,LB,2,-3
2022,Troy,Devonte Ross,WR,0,-5
2022,Troy,Jordan Stringer,LB,-2,-8
2022,Troy,DK Billingsley,RB,-2,-10
2022,Tulane,Michael Pratt,QB,68,12
2022,Tulane,Tyjae Spears,RB,57,42
2022,Tulane,Dorian Williams,LB,53,23
2022,Tulane,Nick Anderson,LB,48,18
2022,Tulane,Jarius Monroe,CB,43,17
2022,Tulane,Prince Pines,LG,37,10
2022,Tulane,Sincere Haynesworth,C,37,10
2022,Tulane,Larry Brooks,S,36,2
2022,Tulane,Rashad Green,RT,34,8
2022,Tulane,Lance Robinson,CB,29,-1
2022,Tulane,Joey Claybrook,LT,28,1
2022,Tulane,Macon Clark,CB,27,-8
2022,Tulane,Josh Remetich,RG,20,4
2022,Tulane,Devean Deal,Edge,20,8
2022,Tulane,Lawrence Keys III,WR,19,15
2022,Tulane,Lummie Young IV,S,18,-8
2022,Tulane,Jadon Canady,CB,18,3
2022,Tulane,Patrick Jenkins,IDL,17,-9
2022,Tulane,Darius Hodges,Edge,17,-3
2022,Tulane,Will Wallace,TE,16,3
2022,Tulane,Shae Wyatt,WR,16,7
2022,Tulane,Jesus Machado,LB,15,3
2022,Tulane,Tyrick James,TE,14,2
2022,Tulane,Trey Tuggle,RG,13,5
2022,Tulane,Jha'Quan Jackson,WR,13,6
2022,Tulane,Duece Watts,WR,11,2
2022,Tulane,Kanan Ray,RG,11,2
2022,Tulane,Corey Platt Jr.,LB,10,2
2022,Tulane,DJ Douglas,S,10,1
2022,Tulane,Keith Cooper,IDL,9,-4
2022,Tulane,Tylo Phillips,IDL,7,-4
2022,Tulane,Kameron Hamilton,IDL,5,-2
2022,Tulane,Reggie Brown,TE,5,0
2022,Tulane,Alex Bauman,TE,4,-2
2022,Tulane,Eric Hicks Jr.,IDL,3,-17
2022,Tulane,Noah Taliancich,IDL,3,-6
2022,Tulane,DeaJaun McDougle,WR,2,-2
2022,Tulane,Bailey Despanie,S,2,-3
2022,Tulane,Angelo Anderson,IDL,-2,-14
2022,Tulane,Shaadie Clayton-Johnson,RB,-5,-8
2022,Tulane,Iverson Celestine,RB,-8,-13
2022,USC,Caleb Williams,QB,204,130
2022,USC,Mekhi Blackmon,CB,57,22
2022,USC,Calen Bullock,S,48,15
2022,USC,Tuli Tuipulotu,Edge,44,17
2022,USC,Eric Gentry,LB,40,17
2022,USC,Max Williams,S,39,7
2022,USC,Justin Dedich,RG,34,8
2022,USC,Brett Neilon,C,34,9
2022,USC,Jonah Monheim,RT,30,2
2022,USC,Andrew Vorhees,LG,27,7
2022,USC,Stanley Ta'ufo'ou,IDL,25,6
2022,USC,Bobby Haskins,LT,23,3
2022,USC,Tyrone Taleni,IDL,23,4
2022,USC,Solomon Byrd,Edge,22,7
2022,USC,Ceyair Wright,CB,21,-3
2022,USC,Tahj Washington,WR,20,11
2022,USC,Shane Lee,LB,19,-6
2022,USC,Jordan Addison,WR,19,11
2022,USC,Travis Dye,RB,18,9
2022,USC,Bryson Shaw,S,15,-1
2022,USC,Mario Williams,WR,14,5
2022,USC,Brenden Rice,WR,14,6
2022,USC,Brandon Pili,IDL,13,-4
2022,USC,Jaylin Smith,CB,13,-5
2022,USC,Nick Figueroa,Edge,13,-2
2022,USC,Jacobe Covington,CB,12,-2
2022,USC,Austin Jones,RB,11,1
2022,USC,Latrell McCutchin Sr.,CB,11,-4
2022,USC,Mason Murphy,RT,10,-1
2022,USC,Ralen Goforth,LB,10,-2
2022,USC,De'jon Benton,IDL,9,-1
2022,USC,Kyle Ford,WR,9,4
2022,USC,Gino Quinones,LG,7,1
2022,USC,Lake McRee,TE,7,1
2022,USC,Josh Falo,TE,6,-2
2022,USC,Raleek Brown,WR,6,4
2022,USC,Solomon Tuliaupupu,Edge,4,-3
2022,USC,Michael Jackson III,WR,3,1
2022,USC,Courtland Ford,LT,3,-2
2022,USC,Malcolm Epps,TE,2,-2
2022,USC,Anthony Beavers Jr.,S,2,-3
2022,USC,Terrell Bynum,WR,2,-2
2022,USC,Kyron Hudson,WR,1,-2
2022,USC,Korey Foreman,Edge,-2,-12
2022,USC,Tuasivi Nomura,LB,-4,-10
2022,UTSA,Frank Harris,QB,148,82
2022,UTSA,Corey Mayfield Jr.,CB,60,28
2022,UTSA,Clifford Chattman,S,49,18
2022,UTSA,Trey Moore,Edge,38,14
2022,UTSA,Jamal Ligon,LB,34,9
2022,UTSA,Ahofitu Maka,C,32,5
2022,UTSA,Nicktroy Fortune,CB,30,4
2022,UTSA,Kevin Davis,RG,30,4
2022,UTSA,Dadrian Taylor,LB,24,3
2022,UTSA,Terrell Haynes,LG,23,4
2022,UTSA,Joshua Cephus,WR,21,10
2022,UTSA,Venly Tatafu,LT,21,5
2022,UTSA,Nick Booker-Brown,IDL,20,8
2022,UTSA,Oscar Cardenas,TE,20,4
2022,UTSA,Ernesto Almaraz,RT,19,4
2022,UTSA,De'Corian Clark,WR,18,11
2022,UTSA,Zakhari Franklin,WR,15,2
2022,UTSA,Trevor Harmanson,LB,13,-15
2022,UTSA,Kelechi Nwachuku,S,13,-8
2022,UTSA,Walker Baty,LT,12,-1
2022,UTSA,Avery Morris,LB,12,5
2022,UTSA,Trumane Bell II,IDL,11,-2
2022,UTSA,Asyrus Simon,IDL,10,-5
2022,UTSA,Joe Evans,IDL,9,-1
2022,UTSA,Ken Robinson,S,9,-5
2022,UTSA,Kevorian Barnes,RB,8,-2
2022,UTSA,Brandon Brown,IDL,8,-7
2022,UTSA,Christian Clayton,IDL,8,1
2022,UTSA,Dan Dishman,TE,8,0
2022,UTSA,Dywan Griffin,CB,7,1
2022,UTSA,Brandon Matterson,IDL,7,2
2022,UTSA,Payne He'Bert,LG,7,0
2022,UTSA,Je'Vaun Dabon,S,6,1
2022,UTSA,Jimmori Robinson,Edge,5,-8
2022,UTSA,Tykee Ogle-Kellogg,WR,5,1
2022,UTSA,Martavius French,LB,5,1
2022,UTSA,Ronald Triplette,Edge,5,-5
2022,UTSA,Rashad Wisdom,S,4,-6
2022,UTSA,Lamonte McDougle,IDL,4,-7
2022,UTSA,Tai Leonard,IDL,4,-1
2022,UTSA,Pig Cage,LB,3,-2
2022,UTSA,Gavin Sharp,TE,3,-2
2022,UTSA,Luke Lapeze,RG,3,-1
2022,UTSA,Donyai Taylor,LB,2,-11
2022,UTSA,Xavier Spencer,CB,1,-2
2022,UTSA,Chris Carpenter,WR,1,-1
2022,UTSA,Frankie Martinez,RT,0,-12
2022,UTSA,Brenden Brady,RB,-5,-15
2022,UTSA,Trelon Smith,RB,-8,-11
2022,Washington,Michael Penix Jr.,QB,150,83
2022,Washington,Roger Rosengarten,RT,37,12
2022,Washington,Henry Bainivalu,RG,35,12
2022,Washington,Troy Fautanu,LT,35,11
2022,Washington,Corey Luciano,C,33,9
2022,Washington,Bralen Trice,Edge,31,10
2022,Washington,Jeremiah Martin,Edge,31,8
2022,Washington,Cam Bright,LB,28,9
2022,Washington,Alex Cook,S,27,-4
2022,Washington,Alphonzo Tuputala,LB,27,6
2022,Washington,Jaxson Kirkland,LG,25,6
2022,Washington,Jordan Perryman,CB,22,2
2022,Washington,Asa Turner,S,22,0
2022,Washington,Tuli Letuligasenoa,IDL,21,6
2022,Washington,Rome Odunze,WR,21,9
2022,Washington,Dominique Hampton,CB,20,-3
2022,Washington,Jalen McMillan,WR,19,7
2022,Washington,Zion Tupuola-Fetui,Edge,19,5
2022,Washington,Mishael Powell,CB,19,1
2022,Washington,Carson Bruener,LB,13,4
2022,Washington,Ja'Lynn Polk,WR,12,2
2022,Washington,Voi Tunuufi,IDL,11,-1
2022,Washington,Julius Irvin,CB,11,2
2022,Washington,Davon Banks,CB,10,1
2022,Washington,Jack Westover,TE,10,-2
2022,Washington,Kristopher Moll,LB,10,1
2022,Washington,Wayne Taulapapa,RB,9,0
2022,Washington,Devin Culp,TE,9,-1
2022,Washington,Nate Kalepo,LG,8,1
2022,Washington,Sav'ell Smalls,Edge,7,-2
2022,Washington,Taj Davis,WR,5,1
2022,Washington,Jacob Bandes,IDL,4,-3
2022,Washington,Ulumoo Ale,IDL,4,-4
2022,Washington,Quentin Moore,TE,3,-2
2022,Washington,Jay Green,CB,1,-8
2022,Washington,Giles Jackson,WR,0,-4
2022,Washington,Faatui Tuitele,IDL,-1,-17
2022,Washington,Matteo Mele,C,-1,-4
2022,Washington,Kamren Fabiculanan,S,-2,-21
2022,Washington,Cameron Davis,RB,-8,-15
2023,Alabama,Jalen Milroe,QB,102,46
2023,Alabama,Terrion Arnold,CB,61,27
2023,Alabama,Caleb Downs,S,48,13
2023,Alabama,Kool-Aid McKinstry,CB,44,10
2023,Alabama,Dallas Turner,Edge,41,17
2023,Alabama,Justin Eboigbe,IDL,39,14
2023,Alabama,Chris Braswell,Edge,35,14
2023,Alabama,Seth McLaughlin,C,33,5
2023,Alabama,JC Latham,RT,33,4
2023,Alabama,Jaylen Key,S,32,5
2023,Alabama,Jihaad Campbell,LB,30,9
2023,Alabama,Malachi Moore,CB,30,0
2023,Alabama,Deontae Lawson,LB,30,5
2023,Alabama,Tyler Booker,LG,29,3
2023,Alabama,Kadyn Proctor,LT,28,2
2023,Alabama,Jase McClellan,RB,26,15
2023,Alabama,Trezmen Marshall,LB,26,11
2023,Alabama,Tim Keenan III,IDL,26,8
2023,Alabama,Jaeden Roberts,RG,24,5
2023,Alabama,CJ Dippre,TE,17,1
2023,Alabama,Jaheim Oatis,IDL,16,4
2023,Alabama,Amari Niblack,TE,16,6
2023,Alabama,Tim Smith,IDL,16,1
2023,Alabama,Isaiah Bond,WR,15,5
2023,Alabama,Trey Amos,CB,14,0
2023,Alabama,Jermaine Burton,WR,12,3
2023,Alabama,Robbie Ouzts,TE,11,0
2023,Alabama,Darrian Dalcourt,RG,10,0
2023,Alabama,Kendrick Law,WR,8,3
2023,Alabama,Kobe Prentice,WR,8,5
2023,Alabama,Jah-Marien Latham,IDL,8,-1
2023,Alabama,Kendrick Blackshire,LB,7,2
2023,Alabama,Jam Miller,RB,6,3
2023,Alabama,Damon Payne Jr.,IDL,5,-3
2023,Alabama,Roydell Williams,RB,4,-3
2023,Alabama,Malik Benson,WR,3,-3
2023,Alabama,TJ Ferguson,LG,3,0
2023,Alabama,Jalen Hale,WR,2,0
2023,Alabama,Kristian Story,S,2,-5
2023,Alabama,Ja'Corey Brooks,WR,0,-2
2023,Arizona,Noah Fifita,QB,113,62
2023,Arizona,Jonah Coleman,RB,55,47
2023,Arizona,Jacob Manu,LB,51,19
2023,Arizona,Dalton Johnson,CB,49,19
2023,Arizona,Gunner Maldonado,S,46,17
2023,Arizona,Treydan Stukes,CB,42,14
2023,Arizona,Jordan Morgan,LT,36,13
2023,Arizona,Tacario Davis,CB,35,10
2023,Arizona,Tetairoa McMillan,WR,33,19
2023,Arizona,Ephesians Prysock,CB,32,1
2023,Arizona,Jonah Savaiinaea,RT,31,5
2023,Arizona,Wendell Moe,LG,29,4
2023,Arizona,Tanner McLachlan,TE,25,3
2023,Arizona,Isaiah Ward,Edge,24,7
2023,Arizona,Michael Wiley,RB,24,18
2023,Arizona,Martell Irby,CB,23,11
2023,Arizona,Josh Baker,C,21,-5
2023,Arizona,Taylor Upshaw,Edge,20,2
2023,Arizona,Jayden de Laura,QB,17,-3
2023,Arizona,Justin Flowe,LB,14,5
2023,Arizona,Bill Norton,IDL,13,-2
2023,Arizona,Genesis Smith,S,12,2
2023,Arizona,Ta'ita'i Uiagalelei,Edge,12,-1
2023,Arizona,Tiaoalii Savea,IDL,12,0
2023,Arizona,Leif Magnuson,RG,12,0
2023,Arizona,Tyler Manoa,IDL,12,-2
2023,Arizona,Russell Davis II,Edge,11,2
2023,Arizona,Raymond Pulido,RG,11,1
2023,Arizona,Jacob Cowing,WR,10,-3
2023,Arizona,Dylan Wyatt,CB,8,2
2023,Arizona,Jacob Rich Kongaika,IDL,8,-2
2023,Arizona,Jeremy Mercier,Edge,7,2
2023,Arizona,Montana Lemonious-Craig,WR,5,-5
2023,Arizona,Daniel Heimuli,LB,5,-2
2023,Arizona,Isaiah Taylor,S,5,-1
2023,Arizona,DJ Warnell Jr.,CB,5,-2
2023,Arizona,Joseph Borjon,RT,3,-4
2023,Arizona,Malachi Riley,WR,3,1
2023,Arizona,Roberto Miranda,TE,3,0
2023,Arizona,DJ Williams,RB,2,-2
2023,Arizona,Kamuela Ka'aihue,LB,2,-3
2023,Arizona,Sio Nofoagatoto'a,IDL,2,-7
2023,Arizona,Keyan Burnett,TE,1,-2
2023,Florida State,Jordan Travis,QB,85,35
2023,Florida State,Jared Verse,Edge,49,28
2023,Florida State,Patrick Payton,Edge,48,26
2023,Florida State,Kalen DeLoach,LB,40,19
2023,Florida State,Tatum Bethune,LB,40,22
2023,Florida State,Renardo Green,CB,34,9
2023,Florida State,DJ Lundy,LB,32,16
2023,Florida State,Akeem Dent Sr.,S,30,12
2023,Florida State,Braden Fiske,IDL,29,13
2023,Florida State,Shyheim Brown,S,29,1
2023,Florida State,Jeremiah Byers,RT,28,3
2023,Florida State,Maurice Smith,C,28,5
2023,Florida State,Jarrian Jones,CB,26,8
2023,Florida State,D'Mitri Emmanuel,RG,24,4
2023,Florida State,Azareye'h Thomas,CB,23,4
2023,Florida State,Casey Roddick,LG,22,1
2023,Florida State,Joshua Farmer,IDL,22,5
2023,Florida State,Trey Benson,RB,21,12
2023,Florida State,Fabien Lovett Sr.,IDL,21,9
2023,Florida State,Keiondre Jones,RG,18,4
2023,Florida State,Lawrance Toafili,RB,18,10
2023,Florida State,Kyle Morlock,TE,16,0
2023,Florida State,Keon Coleman,WR,14,3
2023,Florida State,Johnny Wilson,WR,14,6
2023,Florida State,Darius Washington,LT,13,-4
2023,Florida State,Tate Rodemaker,QB,12,3
2023,Florida State,Byron Turner Jr.,Edge,12,2
2023,Florida State,Conrad Hussey,S,12,4
2023,Florida State,Markeston Douglas,TE,11,5
2023,Florida State,Jaheim Bell,TE,11,1
2023,Florida State,Ja'khi Douglas,WR,10,5
2023,Florida State,Fentrell Cypress II,CB,10,-13
2023,Florida State,Bless Harris,LT,10,-1
2023,Florida State,Gilber Edmond,Edge,9,-3
2023,Florida State,Greedy Vance Jr.,CB,8,-6
2023,Florida State,Malcolm Ray,IDL,8,-2
2023,Florida State,Dennis Briggs Jr.,IDL,7,0
2023,Florida State,Robert Scott Jr.,LT,7,0
2023,Florida State,Daniel Lyons,IDL,7,1
2023,Florida State,Quindarrius Jones,CB,5,1
2023,Florida State,Kentron Poitier,WR,5,0
2023,Florida State,Destyn Hill,WR,4,1
2023,Florida State,Ashlynd Barker,S,4,-1
2023,Florida State,Kevin Knowles II,S,3,-12
2023,Florida State,Blake Nichelson,LB,2,-2
2023,Florida State,Omar Graham Jr.,LB,-1,-11
2023,Florida State,Darion Williamson,WR,-1,-4
2023,Florida State,Rodney Hill,RB,-2,-5
2023,Florida State,Brock Glenn,QB,-8,-19
2023,Georgia,Carson Beck,QB,127,66
2023,Georgia,Tykee Smith,CB,60,34
2023,Georgia,Malaki Starks,S,45,15
2023,Georgia,Kamari Lassiter,CB,42,13
2023,Georgia,Kendall Milton,RB,40,34
2023,Georgia,Daylen Everette,CB,36,9
2023,Georgia,Javon Bullard,S,34,9
2023,Georgia,Sedrick Van Pran,C,33,7
2023,Georgia,Tate Ratledge,RG,30,9
2023,Georgia,Earnest Greene III,LT,29,3
2023,Georgia,Smael Mondon Jr.,LB,28,6
2023,Georgia,Mykel Williams,Edge,25,9
2023,Georgia,Daijuan Edwards,RB,24,14
2023,Georgia,Brock Bowers,TE,24,12
2023,Georgia,Warren Brinson,IDL,24,10
2023,Georgia,Jalon Walker,Edge,23,13
2023,Georgia,Xavier Truss,RT,22,0
2023,Georgia,Oscar Delp,TE,21,6
2023,Georgia,C.J. Allen,LB,21,4
2023,Georgia,Marcus Rosemy-Jacksaint,WR,20,13
2023,Georgia,Ladd McConkey,WR,19,15
2023,Georgia,Nazir Stackhouse,IDL,19,2
2023,Georgia,Micah Morris,LG,18,5
2023,Georgia,Dylan Fairchild,LG,16,0
2023,Georgia,Amarius Mims,RT,15,6
2023,Georgia,Julian Humphrey,CB,14,7
2023,Georgia,Dominic Lovett,WR,12,4
2023,Georgia,Chaz Chambliss,Edge,12,-2
2023,Georgia,Zion Logue,IDL,11,-3
2023,Georgia,Jamon Dumas-Johnson,LB,11,-3
2023,Georgia,Tyrion Ingram-Dawkins,IDL,11,5
2023,Georgia,Dillon Bell,WR,9,3
2023,Georgia,Christen Miller,IDL,9,1
2023,Georgia,Dan Jackson,S,9,1
2023,Georgia,Tramel Walthour,Edge,9,-2
2023,Georgia,Jordan Hall,IDL,8,0
2023,Georgia,Marvin Jones Jr.,Edge,8,-2
2023,Georgia,David Daniel-Sisavanh,S,7,0
2023,Georgia,Gabe Harris Jr.,IDL,7,3
2023,Georgia,Raylen Wilson,LB,6,-1
2023,Georgia,Jared Wilson,C,6,2
2023,Georgia,Monroe Freeling,RT,6,2
2023,Georgia,Rara Thomas,WR,5,-1
2023,Georgia,Xavian Sorey Jr.,LB,5,-2
2023,Georgia,Arian Smith,WR,5,2
2023,Georgia,Lawson Luckie,TE,4,1
2023,Georgia,C.J. Smith,WR,3,1
2023,Georgia,Joenel Aguero,CB,0,-5
2023,Iowa,Jay Higgins,LB,71,35
2023,Iowa,Sebastian Castro,CB,52,18
2023,Iowa,Nick Jackson,LB,45,12
2023,Iowa,Quinn Schulte,S,40,5
2023,Iowa,Cooper DeJean,CB,38,14
2023,Iowa,Joe Evans,Edge,33,6
2023,Iowa,Jermari Harris,CB,32,1
2023,Iowa,Logan Lee,IDL,32,5
2023,Iowa,Mason Richman,LT,30,2
2023,Iowa,Yahya Black,IDL,29,7
2023,Iowa,Ethan Hurkett,Edge,27,9
2023,Iowa,Deontae Craig,Edge,25,3
2023,Iowa,Xavier Nwankpa,S,24,-6
2023,Iowa,Gennings Dunker,RT,24,-1
2023,Iowa,Connor Colby,RG,17,-8
2023,Iowa,Nick DeJong,LG,16,0
2023,Iowa,Deshaun Lee,CB,16,-1
2023,Iowa,Aaron Graves,IDL,16,1
2023,Iowa,Steven Stilianos,TE,14,-1
2023,Iowa,Erick All,TE,12,4
2023,Iowa,Rusty Feth,LG,12,-9
2023,Iowa,Logan Jones,C,12,-10
